d4:6e:0e:3c:44:e1,SIEMENS_LivingRoom,1,-77,32.170203204682736,34.81248447848132,34.90574762557573,Fri Dec 01 10:59:44 IST 2017,64.34041794663912,69.62498696987242,68.98665425276263
8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,11,-84,32.17008735612339,34.812394748011684,36.16789164756158,Fri Dec 01 11:00:34 IST 2017,96.5102593917399,104.43718338688228,108.27907549188271
ec:08:6b:38:0d:dc,RS_GUEST_5G,44,-89,32.168823167573045,34.810544049627936,27.11526685223747,Fri Dec 01 10:44:57 IST 2017,32.168823167573045,34.810544049627936,27.11526685223747
a4:2b:b0:d4:55:36,Motti11,6,-74,32.17101662870112,34.81293013505876,38.28686207524488,Fri Dec 01 11:00:49 IST 2017,128.68424320000003,139.25201711,155.0
c4:12:f5:85:27:c1,varda_HD,60,-88,32.17226944,34.81201158,41.0,Fri Dec 01 10:50:21 IST 2017,32.17226944,34.81201158,41.0
74:da:38:6c:89:7b,Hetz2,1,-83,32.17043936,34.81118089,28.999999999999996,Fri Dec 01 11:10:04 IST 2017,32.17043936,34.81118089,28.999999999999996
28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,6,-70,32.17092567446875,34.81277314416322,36.72447296373416,Fri Dec 01 11:00:47 IST 2017,96.52906471036933,104.45454081362072,107.02019864383584
74:da:38:d3:bb:81,edimax_2.4G_ruty,2,-80,32.16917019230133,34.8106650271149,28.773555043061783,Fri Dec 01 10:55:56 IST 2017,32.16917019230133,34.8106650271149,28.773555043061783
f4:f2:6d:5e:d0:48,alfa,11,-96,32.17206721,34.81192728,32.0,Fri Dec 01 11:09:44 IST 2017,32.17206721,34.81192728,32.0
00:24:2b:cf:13:21,stephane,1,-64,32.170210435825304,34.81109193815903,37.126482555376896,Fri Dec 01 11:05:21 IST 2017,64.34043154474496,69.62218637784544,71.71329084751684
14:9d:09:80:00:f1,HUAWEI-00F1,6,-85,32.17223176,34.81443004,45.0,Fri Dec 01 11:03:43 IST 2017,32.17223176,34.81443004,45.0
fc:15:b4:65:09:20,HP-Print-20-Deskjet 4640 series,1,-83,32.16986520199462,34.81091750988954,32.80783563286452,Fri Dec 01 10:44:40 IST 2017,64.33972823063408,69.6218355656239,65.2018707475621
d8:5d:4c:d9:c4:68,shlomi,1,-65,32.17042076152296,34.811177101038275,34.09463673243785,Fri Dec 01 11:05:18 IST 2017,96.51128202941608,104.43353208629277,98.92626597366124
00:f6:63:15:58:81,KaymeraDev,1,-78,32.16974531432345,34.81090447281064,31.479236094759234,Fri Dec 01 10:53:44 IST 2017,128.68315924601706,139.2454411750955,139.3592062656873
b4:ee:b4:a7:81:5c,HOTBOX-8156,1,-89,32.16943847279302,34.81210568326503,32.780742151943365,Fri Dec 01 10:57:23 IST 2017,128.67780210707448,139.24844578078026,131.16529272330712
fa:8f:ca:35:6e:e9, ,1,-86,32.16991824,34.81090236,25.0,Fri Dec 01 11:05:24 IST 2017,32.16991824,34.81090236,25.0
c8:d7:19:da:03:16,forestisthebest,6,-54,32.16928693821687,34.81069290090927,31.775689845980768,Fri Dec 01 10:51:26 IST 2017,64.33843459800852,69.62132710254775,68.40255871721027
84:16:f9:d7:2c:3a,TP-LINK_2C3A,1,-90,32.17094198600168,34.81148871152029,29.247534754719787,Fri Dec 01 10:44:22 IST 2017,32.17094198600168,34.81148871152029,29.247534754719787
b4:ee:b4:86:c0:f1,Efrat,11,-74,32.1722107222405,34.81445424660386,12.094781600289364,Fri Dec 01 10:43:00 IST 2017,32.172238019565235,34.81444473498782,10.580361150029846
f8:ab:05:46:de:55,Levy,10,-85,32.16876228,34.81066791,31.0,Fri Dec 01 10:57:04 IST 2017,32.16876228,34.81066791,31.0
00:f6:63:15:58:80,kaymeraQA,1,-82,32.16872739,34.81060785,38.0,Fri Dec 01 10:44:59 IST 2017,32.16872739,34.81060785,38.0
c4:04:15:60:6a:b6,BezeqNGN_10072E_5GHz_1,48,-82,32.17180755,34.81183239,31.000000000000004,Fri Dec 01 11:09:47 IST 2017,32.17180755,34.81183239,31.000000000000004
48:ee:0c:3b:ac:5a,kawasaki,11,-75,32.16981779,34.81346387,35.0,Fri Dec 01 10:57:58 IST 2017,32.16981779,34.81346387,35.0
14:ae:db:cc:ed:6d,KarvatB0.5,48,-89,32.172265215924426,34.81421445142988,22.818991521293682,Fri Dec 01 10:43:18 IST 2017,32.172265215924426,34.81421445142988,22.818991521293682
c0:ff:d4:7b:82:30,Candan,1,-86,32.16882337970246,34.81108357554333,33.5890225262382,Fri Dec 01 10:59:59 IST 2017,96.51402907756584,104.44495401002708,93.70958089752764
e8:94:f6:e2:6e:4b,frank,6,-65,32.17024183975294,34.81264169614259,32.25597210025929,Fri Dec 01 11:00:34 IST 2017,96.510742075204,104.4379826830207,98.87483863449836
90:8d:78:54:d9:69,Ab,10,-95,32.1696487,34.81343376,35.0,Fri Dec 01 10:57:55 IST 2017,0.015088007402216868,0.01632797893336854,0.016415481064224066
c4:a8:1d:12:df:c5,maya salon,1,-89,32.1712926205347,34.812243022487316,33.69111416124605,Fri Dec 01 10:50:36 IST 2017,64.3425795,69.62455426999999,67.0
90:8d:78:54:22:a1,tal2,60,-78,32.17109291186606,34.81311277221877,36.798930733338246,Fri Dec 01 10:59:23 IST 2017,96.51327848640513,104.43933572592665,109.87277115238635
74:da:38:a9:24:1c,edimax_5G_A9241C,40,-79,32.16937130579729,34.81071844021892,30.531266805503492,Fri Dec 01 10:52:43 IST 2017,96.50811321800853,104.43215573254774,91.408083632363
