1/12/2017 10:44,model=SM-G950F,,,,1,Gil Kitchen,80:1f:02:a3:7d:62,6,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:44,model=SM-G950F,,,,2,Ben Ami_2.4,c4:04:15:60:6a:b5,11,-77,Hilush111,6c:b0:ce:2f:43:36,1,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:44,model=SM-G950F,,,,2,Ben Ami_2.4,c4:04:15:60:6a:b5,11,-84,Shani - Green,54:b8:0a:34:68:90,6,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:44,model=SM-G950F,,,,5,U2I8L1M0X42,7c:b7:33:97:35:f1,1,-73,varda,c4:12:f5:85:27:c2,1,-90,KaymeraDev,00:f6:63:15:58:81,1,-93,Ben Ami_2.4,c4:04:15:60:6a:b5,11,-93,KaymeraGuest,00:f6:63:15:58:82,1,-93,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,1,Gil-Up,50:c7:bf:36:df:98,2,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,2,DIR-825-4f83,80:26:89:0d:4f:84,1,-77,Miller,00:78:9e:fa:0e:5c,1,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,1,varda,c4:12:f5:85:27:c2,1,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,1,HOTBOX1234,00:78:9e:f9:f5:5b,1,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,2,Eldad_2EX,80:1f:02:e8:b9:cc,11,-81,HOTBOX1234,30:b5:c2:6e:12:d4,1,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,2,ELDAD,10:0d:7f:80:17:80,11,-73,BezeqFree,06:ae:db:c1:ad:7d,1,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,6,BezeqFree,06:ae:db:ba:1e:85,11,-81,sellahome,d8:fb:5e:17:47:f8,9,-83,shweiger1,14:ae:db:c1:ad:7d,1,-84,ELDAD,10:0d:7f:80:17:80,11,-87,Lahav,08:3e:5d:5c:72:5e,11,-89,Orit,c4:a8:1d:12:7d:4c,6,-91,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,3,DIR-825-4f83,80:26:89:0d:4f:84,1,-73,sellahome_2EX,74:da:38:14:1f:8d,9,-82,Mevohot_3,60:e3:27:e8:41:e8,11,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,1,Mevohot_1,20:0c:c8:1b:a2:48,6,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:43,model=SM-G950F,,,,1,lellouche,a4:2b:b0:ad:2d:34,5,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,1,Orit,c4:a8:1d:12:7d:4c,6,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,2,sellahome,d8:fb:5e:17:47:f8,9,-89,Ben-Eliyahu_PC,80:1f:02:d4:9a:92,10,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,2,lellouche,a4:2b:b0:ad:2d:34,5,-82,DIRECT-CC-HP DeskJet 4670 series,70:5a:0f:b2:64:cd,6,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,1,DIR-825-4f83,80:26:89:0d:4f:84,1,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,1,DIR-825-4f83,80:26:89:0d:4f:84,1,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,1,DIR-825-4f83,80:26:89:0d:4f:84,1,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:01,model=SM-G950F,,,,2,Oded,14:cc:20:76:b8:2a,11,-87,HOTBOX-747B,e8:d1:1b:72:74:81,1,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Siemens,d0:d4:12:5e:db:f2,11,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Motti11,a4:2b:b0:d4:55:36,6,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,TP-LINK_76C08E,14:cc:20:76:c0:8e,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Gillad-1_2.4,c4:04:15:64:e8:cc,11,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,3,Siemens,d0:d4:12:5e:db:f2,11,-82,BezeqFree,5a:ab:1b:62:0d:fd,2,-82,HP-Print-8A-Deskjet 4640 series,8c:dc:d4:6a:a9:8a,11,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Mehta_Up,f8:d1:11:b8:3b:7e,6,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Home,82:2a:a8:bf:93:e5,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,Fuck Off,14:cc:20:da:ab:9a,11,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,1,LRWN,0c:f4:d5:29:a2:9c,36,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 11:00,model=SM-G950F,,,,2,Mehta_Up,f8:d1:11:b8:3b:7e,6,-86,HOTBOX-8156,b4:ee:b4:a7:81:5c,1,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,Candan,c0:ff:d4:7b:82:30,1,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,Home,82:2a:a8:bf:94:29,11,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,2,DIRECT-1C-HP DeskJet 3830 series,94:57:a5:4b:4f:41,6,-77,BezeqFree,06:ae:db:48:af:4d,9,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,landau,d4:7b:b0:79:65:fc,11,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,3,SIEMENS_LivingRoom,d4:6e:0e:3c:44:e1,1,-77,hot,00:14:bf:42:7e:96,9,-83,hot,18:d6:c7:97:bd:2a,11,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,hot,00:14:bf:42:7e:96,9,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,2,Motti11,a4:2b:b0:d4:55:36,6,-82,motti-5ghz,a4:2b:b0:d4:55:38,40,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,DIR-825-4f83,80:26:89:0d:4f:84,1,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2017 10:59,model=SM-G950F,,,,1,sirocco_2.4o,14:cc:20:09:3c:b9,11,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
