11/9/2017 23:27:0,model=SM-G920F,32.10388432,35.20672654,657.2693212,8,Ariel_University,1c:b9:c4:16:ec:58,11,-76,Ariel_University,1c:b9:c4:16:ed:f8,1,-78,Ariel_University,ec:8c:a2:26:ae:28,6,-78,Ariel_University,ec:8c:a2:08:7a:18,1,-84,,1c:b9:c4:94:2b:17,36,-86,,1c:b9:c4:96:ed:f7,36,-88,Ariel_University,ec:8c:a2:08:a3:bc,48,-88,Ariel_University,24:c9:a1:33:3c:68,1,-90,
11/9/2017 23:26:0,model=SM-G920F,32.10384236,35.20676933,675.4053415,42,Ariel_University,ec:8c:a2:08:a3:28,11,-10,AUC_54_R,00:25:86:cc:00:f8,5,-70,island-154470,1c:b9:c4:55:44:73,9,-74,KCG_54,00:25:86:cc:07:b2,2,-75,Ariel_University,1c:b9:c4:16:cc:a8,11,-78,Ariel_University,1c:b9:c4:16:ec:58,11,-81,Ariel_University,1c:b9:c4:16:ec:5c,48,-83,Ariel_University,1c:b9:c4:16:06:38,6,-83,Ariel_University,ec:8c:a2:26:ae:28,6,-84,Ariel_University,1c:b9:c4:15:41:fc,44,-84,

